id,image_name,class,label,split,image_path
1c564c42-7dea-4b98-af93-039d288a4281,135.png,Akainu,1,train,train\Akainu\135.png
f0d25968-96c8-4298-b6c6-87caf2499883,46.png,Akainu,1,train,train\Akainu\46.png
9e2765f1-ba10-44e1-8037-4d2095553666,67.jpg,Zoro,17,train,train\Zoro\67.jpg
9dd78f60-36e6-412f-bdd7-f5173ec1d5e6,198.png,Shanks,15,train,train\Shanks\198.png
0889e39b-f204-4fa9-9c08-5240c68e455d,151.png,Shanks,15,train,train\Shanks\151.png
c9872d30-a1ea-4e87-98a4-fd5696d2202a,187.png,Usopp,16,train,train\Usopp\187.png
960f21c2-7903-4050-b003-457256c48922,157.jpg,Robin,13,train,train\Robin\157.jpg
e344744a-336c-430a-bfa0-8824cf82e628,60.jpg,Luffy,9,train,train\Luffy\60.jpg
4e564126-6df7-4bbf-9e8d-a711c4b04e0f,66.png,Kurohige,7,train,train\Kurohige\66.png
f1f088c2-0e6f-4a3a-a0c6-b9e67d4faa3e,1.jpeg,Nami,11,train,train\Nami\1.jpeg
ebc2311b-1e28-4488-ba4a-682d2486ed73,96.png,Mihawk,10,train,train\Mihawk\96.png
28e727bd-73c3-4495-b18e-607547364223,122.jpg,Luffy,9,train,train\Luffy\122.jpg
538482dd-e63d-4319-8397-184f1b204456,133.png,Law,8,train,train\Law\133.png
40c71404-abcf-4f7f-b0d5-2819f62f79a1,21.png,Brook,2,train,train\Brook\21.png
cde5b86c-a8ec-4c61-a821-c2f3842c36ba,127.png,Jinbei,6,train,train\Jinbei\127.png
7e11ada3-5dcc-493f-acde-5b4a72dbf149,144.png,Kurohige,7,train,train\Kurohige\144.png
846197a3-b43b-4c42-a2d0-e10d5c764e03,150.png,Crocodile,4,train,train\Crocodile\150.png
3a1f639c-6569-4525-9c64-3a273e328e33,16.png,Crocodile,4,train,train\Crocodile\16.png
a31dcbd9-0198-4c15-a88d-18588091aa89,201.png,Chopper,3,train,train\Chopper\201.png
7f6b711e-14e8-42f0-8077-013ccf48cbb5,177.png,Nami,11,train,train\Nami\177.png
30f4b322-b23e-4386-a5cc-ac9ec69ea364,45.png,Law,8,train,train\Law\45.png
41919924-d62e-4d52-a19c-aa52e275ac57,104.jpg,Jinbei,6,train,train\Jinbei\104.jpg
84e6a8d6-d8ec-4170-a33c-7a757ba5690b,46.jpg,Sanji,14,train,train\Sanji\46.jpg
dcd5f840-1acb-47a5-891a-19aea45f3c2e,7.jpg,Zoro,17,train,train\Zoro\7.jpg
61da15ac-fd69-4a51-8ede-b8617eb5347c,1.jpg,Jinbei,6,train,train\Jinbei\1.jpg
37c021dd-c3b5-4eef-94a4-141e2dbfe373,109.png,Robin,13,train,train\Robin\109.png
73f49eca-f961-4090-bb16-c4ff25c7f54d,155.png,Chopper,3,train,train\Chopper\155.png
3a8df941-b5ed-43fa-88be-be19d2f4ee8e,187.png,Nami,11,train,train\Nami\187.png
ecf2818f-75c9-433e-b87b-3ec3ebd0701e,108.png,Usopp,16,train,train\Usopp\108.png
48d44eaf-a659-421b-80aa-0b1dc1bda1ee,116.png,Mihawk,10,train,train\Mihawk\116.png
8d333c66-3ff1-4067-8df2-ef5787b21e56,46.jpg,Robin,13,train,train\Robin\46.jpg
44443219-f92c-4823-a503-c010b2a52b77,85.png,Nami,11,train,train\Nami\85.png
180ce00b-76f9-432d-beb9-1d95e8cbf823,35.png,Shanks,15,train,train\Shanks\35.png
0e7b428f-0c58-4298-aa34-47a14feb2b66,215.png,Robin,13,train,train\Robin\215.png
56ba743f-03f7-4d39-b144-82326bf78cd9,55.jpg,Robin,13,train,train\Robin\55.jpg
c2f6c266-3cca-4efd-a56a-598b9b1d0863,116.jpg,Zoro,17,train,train\Zoro\116.jpg
1a10b00b-8c4b-4aca-944a-f56a07aa34a5,199.jpg,Ace,0,train,train\Ace\199.jpg
5f8f372c-4b2b-4fe0-9a00-2c4b00e379a8,34.png,Akainu,1,train,train\Akainu\34.png
b685aa85-c644-437d-86ff-fd182f6c96d8,12.jpg,Luffy,9,train,train\Luffy\12.jpg
56f2e100-a811-427f-a686-eabeb6cb79d1,70.png,Usopp,16,train,train\Usopp\70.png
faee29b3-fe60-4afc-9da8-7e53403072d7,46.png,Shanks,15,train,train\Shanks\46.png
d519a29a-4758-4a19-af9d-777393d62798,66.jpg,Sanji,14,train,train\Sanji\66.jpg
9b23e7b8-78f4-45ca-ae59-044647db568e,136.png,Shanks,15,train,train\Shanks\136.png
3973ecff-d8ae-4600-856e-511ed90604a4,121.jpg,Ace,0,train,train\Ace\121.jpg
30088aab-b6fa-4a6c-a187-aad2dc0e1b03,109.png,Chopper,3,train,train\Chopper\109.png
968f3d84-4115-4c94-85e9-ea3d7e82b8e7,218.png,Nami,11,train,train\Nami\218.png
3906f759-4814-4279-b747-02bc76096871,83.png,Ace,0,train,train\Ace\83.png
3a1b3edc-f9d8-4d58-b5e6-4fb164093be1,57.png,Franky,5,train,train\Franky\57.png
b20b51db-42f4-4441-ab4a-943735cbbb49,65.jpg,Sanji,14,train,train\Sanji\65.jpg
5c15cdd3-51a0-473d-9df2-3c6ce73b9d9d,64.jpg,Zoro,17,train,train\Zoro\64.jpg
b8a4d5d9-2861-440b-999f-44cfe4c68cea,123.jpg,Zoro,17,train,train\Zoro\123.jpg
e1fe0c6c-83ac-4064-98d3-cd72cf820b9f,202.jpg,Robin,13,train,train\Robin\202.jpg
23e20df3-7963-4371-a449-6d2f440c7dd2,215.png,Usopp,16,train,train\Usopp\215.png
ed64f697-e369-435f-ae37-bff66bdacd1c,66.png,Franky,5,train,train\Franky\66.png
f0d25bbb-6899-4c59-9031-3656ddd96c40,212.png,Kurohige,7,train,train\Kurohige\212.png
2103f6d3-430a-4604-b8eb-32b6f51d7a3b,111.png,Kurohige,7,train,train\Kurohige\111.png
ea4bdda7-2ddd-4299-8e69-7a59d24045e4,206.png,Brook,2,train,train\Brook\206.png
b5d784c0-46e6-4d32-b6bf-8dc64651ea46,3.png,Usopp,16,train,train\Usopp\3.png
4964e83b-e186-44d4-84e8-a37ccbc9a8c7,96.png,Akainu,1,train,train\Akainu\96.png
6155632d-d27f-453f-ba19-2830137f3aac,84.png,Crocodile,4,train,train\Crocodile\84.png
b4435d0f-ed1a-4abd-9f0b-851ada6298f2,6.png,Brook,2,train,train\Brook\6.png
7d224794-8f3e-45ce-98c3-f71d220d6f95,196.png,Mihawk,10,train,train\Mihawk\196.png
d21a5111-4522-45fc-8d49-61329c5f4740,174.jpg,Sanji,14,train,train\Sanji\174.jpg
4fc300cf-cb76-4a25-b8fd-0196e3a76883,36.png,Brook,2,train,train\Brook\36.png
939dd45e-2a09-4224-bbd0-1c98cde93b67,74.jpg,Sanji,14,train,train\Sanji\74.jpg
663eb6b9-3eac-46bb-824b-e268fb5ab2fb,188.png,Rayleigh,12,train,train\Rayleigh\188.png
0411d4e6-36f5-431f-b923-1b82d8cbff48,90.png,Kurohige,7,train,train\Kurohige\90.png
464eff15-42c3-4ec3-af65-3ce10494be7a,51.png,Shanks,15,train,train\Shanks\51.png
ad2727c5-3c59-4941-a16b-95b69e48b615,46.jpg,Jinbei,6,train,train\Jinbei\46.jpg
9f8e421b-5870-449e-bce8-820c626a3ca0,13.jpg,Sanji,14,train,train\Sanji\13.jpg
ad6ea2b1-3f3d-41ca-bbd6-a0f58cf75d71,75.jpg,Sanji,14,train,train\Sanji\75.jpg
d28fe13b-3b7d-4904-96e9-e06e88f96047,56.png,Franky,5,train,train\Franky\56.png
faa05b3e-3d8b-4fbe-8dfd-fcdd1b8bd1fc,108.png,Chopper,3,train,train\Chopper\108.png
b1cd8e18-f9cc-4b51-825c-e79486580852,35.png,Crocodile,4,train,train\Crocodile\35.png
6c27db56-933b-4c53-8ffd-913afae2382f,165.png,Chopper,3,train,train\Chopper\165.png
0b42adf7-67bb-4dcf-bf9e-20786fe8aa02,66.png,Usopp,16,train,train\Usopp\66.png
89a71169-01bb-48eb-befe-1622c345db45,76.jpg,Sanji,14,train,train\Sanji\76.jpg
cb45eab6-5ec6-444e-a481-d61a20ab16ce,119.png,Law,8,train,train\Law\119.png
8f4e99d7-a757-485b-b10d-4af39b8143de,8.png,Usopp,16,train,train\Usopp\8.png
f49401e1-0e67-4cd9-ac9a-b6725cce2061,100.png,Kurohige,7,train,train\Kurohige\100.png
5fb4f388-62a8-4cab-929c-66236ab8ea6b,181.png,Akainu,1,train,train\Akainu\181.png
231643af-12dd-446c-95f2-742369e08d98,41.jpg,Jinbei,6,train,train\Jinbei\41.jpg
40461be4-40ff-4f58-9853-4c9996838542,14.png,Nami,11,train,train\Nami\14.png
2abbac47-533a-4772-9196-ce1a0c102d51,148.png,Shanks,15,train,train\Shanks\148.png
1d899967-d58c-4bc4-b31c-173d5a6b08b0,161.png,Akainu,1,train,train\Akainu\161.png
ee0f0cf0-8d00-40c9-af1d-965c05858639,25.png,Law,8,train,train\Law\25.png
8cb5a4a3-e1c5-4f29-a4ea-c041b55d23f2,42.jpg,Sanji,14,train,train\Sanji\42.jpg
9fd34648-22b2-4de9-9541-0d13f4eefbca,209.png,Nami,11,train,train\Nami\209.png
9205fba6-df8d-4744-a63b-0f69868f528b,73.jpg,Robin,13,train,train\Robin\73.jpg
3b338f90-a60a-4392-a05e-436dee76e713,106.jpg,Robin,13,train,train\Robin\106.jpg
db505022-0488-4189-bd05-2415b80fbacf,54.png,Crocodile,4,train,train\Crocodile\54.png
12d047bc-c95e-4f80-a04e-63df8af46ccd,94.png,Law,8,train,train\Law\94.png
eb9d8d7a-cd1d-41f5-abc5-b07467fc3edc,4.jpg,Luffy,9,train,train\Luffy\4.jpg
33d5f0c6-e0e4-4158-aeae-43c8a0aeb1fa,1.jpg,Ace,0,train,train\Ace\1.jpg
a0b9efb6-f377-4ce5-b992-c51b49066826,175.png,Law,8,train,train\Law\175.png
c1a27a9f-c71b-4be3-abd3-cd9717deecc2,111.jpg,Zoro,17,train,train\Zoro\111.jpg
07d23f52-2429-4563-a142-804bad9434de,198.png,Jinbei,6,train,train\Jinbei\198.png
0d5cacf4-9635-4934-ad7a-043ace970e12,163.png,Crocodile,4,train,train\Crocodile\163.png
f1239841-7db1-4af8-8fc9-076fea298966,161.png,Usopp,16,train,train\Usopp\161.png
3ae6e1c0-d1ee-473c-bcb1-0ea416fe2ac1,210.png,Rayleigh,12,train,train\Rayleigh\210.png
658c7644-6141-45f7-8be8-e787f8f5c25a,56.png,Nami,11,train,train\Nami\56.png
9c0ebec8-94f9-461a-a959-5dec6219bd7d,180.png,Jinbei,6,train,train\Jinbei\180.png
1b667bbd-8b24-4e3a-85a3-5df81dca6635,138.png,Shanks,15,train,train\Shanks\138.png
caa64831-8450-475d-b2fd-c7b8a32840d3,174.png,Akainu,1,train,train\Akainu\174.png
d86f6bea-cccf-4aa9-b8f0-e1db9674fd69,91.png,Ace,0,train,train\Ace\91.png
9a9e7bfb-87e2-48e9-a512-ff4c722f76a7,11.jpg,Jinbei,6,train,train\Jinbei\11.jpg
62d1f798-28bb-478f-8fe4-a55c6fd35da8,140.jpg,Sanji,14,train,train\Sanji\140.jpg
ef703d16-d7c2-4fcd-a06b-f42352f38dd2,68.png,Brook,2,train,train\Brook\68.png
5196fad8-e23d-495a-8e5f-49fea4054913,43.png,Crocodile,4,train,train\Crocodile\43.png
8da358d8-120e-4f97-a127-3edbd5332045,215.png,Crocodile,4,train,train\Crocodile\215.png
6ee4f734-f1bf-4f8e-b813-1764ef1a880b,83.png,Akainu,1,train,train\Akainu\83.png
fb030bc3-777e-432f-9c7b-75f6f3631e20,44.png,Rayleigh,12,train,train\Rayleigh\44.png
fa3b484b-fc03-4fd8-91fc-3e1898f4fa39,188.jpg,Ace,0,train,train\Ace\188.jpg
261117fc-a91e-4dcb-ac17-24d184b72b36,182.png,Brook,2,train,train\Brook\182.png
82bbabbd-0920-4b75-85ce-08e3513f5067,100.png,Usopp,16,train,train\Usopp\100.png
03be36df-ae24-4a3b-8999-f6f13e5c72c3,125.jpg,Luffy,9,train,train\Luffy\125.jpg
edc97053-a52f-4e6d-806e-8c99b49a152f,33.png,Ace,0,train,train\Ace\33.png
a4f0a6d0-e232-4449-8cfa-80bc2e9c8a93,160.png,Jinbei,6,train,train\Jinbei\160.png
1b0b9d4a-b4ad-4c07-baa5-f77e2f6e9e6d,214.png,Law,8,train,train\Law\214.png
d4a5eaca-e96f-43fa-b3f3-a3b7acfa79fc,74.png,Brook,2,train,train\Brook\74.png
35ca8ec2-26bb-4531-bf51-30c730e1df6b,167.jpg,Ace,0,train,train\Ace\167.jpg
53eed584-6916-46ab-a127-ad93a749c5ce,44.jpg,Sanji,14,train,train\Sanji\44.jpg
aa565cb8-aec8-48fa-8534-e823c64ca4f1,140.png,Law,8,train,train\Law\140.png
6192ca33-2af7-4730-9057-ea80a72969a2,116.png,Franky,5,train,train\Franky\116.png
d49aea98-19e5-418e-951b-d859522bb2fd,8.png,Crocodile,4,train,train\Crocodile\8.png
aa6d0536-10f7-4866-8fb0-9e8d19609a03,125.png,Kurohige,7,train,train\Kurohige\125.png
02a71f2f-e6d1-4647-88d7-8aa459b5477f,89.png,Ace,0,train,train\Ace\89.png
cef6fbb1-29f6-4818-9136-43b641ce7392,80.png,Akainu,1,train,train\Akainu\80.png
35b25ca6-f197-44cc-863d-9c39cfbf8d77,176.png,Law,8,train,train\Law\176.png
7781a07c-eb3a-4e38-a209-21986e85a1a8,71.png,Chopper,3,train,train\Chopper\71.png
050c7208-9225-487c-beef-90c86baac4e1,91.jpg,Luffy,9,train,train\Luffy\91.jpg
8e750ac3-73aa-47d6-a640-5ab1a9edc963,96.jpg,Robin,13,train,train\Robin\96.jpg
06d56847-0cd9-4031-bfed-415fdb00ad12,62.jpg,Robin,13,train,train\Robin\62.jpg
c87fa94e-d9f8-4a66-96fb-d301d2d61e78,88.png,Rayleigh,12,train,train\Rayleigh\88.png
5fd2352f-a7ab-4ea4-8e2b-6e9fbaf02dde,43.png,Nami,11,train,train\Nami\43.png
1ef14dd1-0e36-4a6b-8129-920f240e7bce,156.png,Crocodile,4,train,train\Crocodile\156.png
7dc1b905-9d77-4a1f-ad2e-30b41dcf7d1a,91.png,Law,8,train,train\Law\91.png
13d58fd1-adf0-4fe7-ae80-592db59fe468,127.png,Usopp,16,train,train\Usopp\127.png
ecdc3067-dfa2-4272-9b8f-9d8607c6f119,86.png,Mihawk,10,train,train\Mihawk\86.png
d58d6aa2-5266-40cd-9504-225e38dca182,153.png,Shanks,15,train,train\Shanks\153.png
610daa7f-26af-4439-a3d8-ca3caa6f49d4,103.png,Law,8,train,train\Law\103.png
d030820f-7b4f-4c15-9b35-9592fd3e5cba,30.png,Ace,0,train,train\Ace\30.png
d62ff72e-b59f-44dd-aebe-bf7a69c4b978,198.png,Rayleigh,12,train,train\Rayleigh\198.png
a3976d3f-beec-4e04-a88d-6460e8c55288,214.png,Kurohige,7,train,train\Kurohige\214.png
0b6425da-6c87-4d99-aa63-7bfc4298d659,64.jpg,Luffy,9,train,train\Luffy\64.jpg
80e25b80-d706-450d-bf2c-c0dcb8d524d5,2.png,Mihawk,10,train,train\Mihawk\2.png
1e4a0070-da11-4c01-b625-32ed4c27f173,30.png,Law,8,train,train\Law\30.png
57fe8b6c-205e-4a01-9b88-be00ec8a7678,115.png,Rayleigh,12,train,train\Rayleigh\115.png
1cc08838-5144-4617-b019-3f3b2607efa1,90.png,Nami,11,train,train\Nami\90.png
d0c8698b-97a3-4d65-9378-89f90f11616d,92.png,Rayleigh,12,train,train\Rayleigh\92.png
a676fbd8-f0dc-4475-9bb7-7e4c84303090,80.png,Franky,5,train,train\Franky\80.png
ad7d238e-5590-4c50-a329-fa19ece25a71,114.png,Jinbei,6,train,train\Jinbei\114.png
6f6a7912-8dd2-4c74-85a1-c2138db5e1dc,212.png,Robin,13,train,train\Robin\212.png
e31d71d3-cb20-48dd-9af6-7f80d3040414,131.jpg,Sanji,14,train,train\Sanji\131.jpg
f6fa0ca1-86df-458d-8200-9bef23d6bf97,113.png,Chopper,3,train,train\Chopper\113.png
712c6320-95e7-42dd-9aae-b7dde75d6b33,93.png,Ace,0,train,train\Ace\93.png
a32ac208-2a08-4639-9ae5-7ab2fce50b60,200.png,Chopper,3,train,train\Chopper\200.png
7081489d-2647-4280-afb2-8321803c881f,224.png,Nami,11,train,train\Nami\224.png
27dd2aa8-b50b-45c7-b7bf-43a25efa8f13,199.png,Jinbei,6,train,train\Jinbei\199.png
daf78f49-7739-4e9c-b58e-1af18f73f184,170.jpg,Zoro,17,train,train\Zoro\170.jpg
961628de-ee8e-4b27-8f26-9fe59e7f8dc1,104.png,Brook,2,train,train\Brook\104.png
76f62e4b-7f95-4b7f-b095-578d67073809,184.png,Usopp,16,train,train\Usopp\184.png
609533f6-4a8d-4e79-967e-5d57c7396896,64.png,Law,8,train,train\Law\64.png
37817d92-8c8b-43c1-aec1-b0c4189ee53f,18.png,Chopper,3,train,train\Chopper\18.png
d0226721-c149-49db-a8ad-ca98b05c3b21,86.png,Crocodile,4,train,train\Crocodile\86.png
678587fc-f51f-4910-8d24-ef85ceb17a4d,1.jpg,Zoro,17,train,train\Zoro\1.jpg
df0ede30-2fa1-4c56-8eb4-f03af4d159b8,119.jpg,Luffy,9,train,train\Luffy\119.jpg
ccaf821e-c2ba-47b3-b8f9-dcf305f31ace,77.jpg,Zoro,17,train,train\Zoro\77.jpg
dfda39fc-31d7-4483-90ca-73120ce53dc5,119.jpg,Jinbei,6,train,train\Jinbei\119.jpg
2d9fc64f-23b7-413f-b26f-51574d771368,63.png,Ace,0,train,train\Ace\63.png
e7fb8b7d-a54d-467a-acfa-a95f69487376,95.png,Nami,11,train,train\Nami\95.png
0a109cff-4a04-4ff9-87df-2431818baee6,104.jpg,Robin,13,train,train\Robin\104.jpg
4fff2853-9513-4354-baaa-a71d0e693c6b,146.png,Akainu,1,train,train\Akainu\146.png
4065e131-7e54-4920-8272-31602fff1930,49.jpg,Sanji,14,train,train\Sanji\49.jpg
064be492-6eb2-432b-bde9-02521910b1b7,189.png,Usopp,16,train,train\Usopp\189.png
2699cac5-3318-46fc-bda9-ce329dfa84a8,150.png,Mihawk,10,train,train\Mihawk\150.png
114289f0-b657-4ddf-8e21-d2f1cf87f38e,182.png,Chopper,3,train,train\Chopper\182.png
eac3680f-7379-4427-9085-0def62371420,196.png,Kurohige,7,train,train\Kurohige\196.png
0f9924cd-1c65-4fe1-8d1f-1692c64f3aca,51.png,Rayleigh,12,train,train\Rayleigh\51.png
4b69deee-8bcf-475f-b421-cbd49ac06cb7,45.jpg,Sanji,14,train,train\Sanji\45.jpg
37d11a28-a82e-4b1f-ad97-2bb69460aa96,19.jpg,Nami,11,train,train\Nami\19.jpg
1665e5b0-8272-4553-ba8a-4f3e8ff8404a,121.png,Shanks,15,train,train\Shanks\121.png
9954159e-8f53-4f88-9c45-ae667fc4fa1e,147.png,Brook,2,train,train\Brook\147.png
dfad4041-f345-40be-8be6-82ea118c3949,16.png,Brook,2,train,train\Brook\16.png
7aae830a-f071-4ca4-8374-280ef9eb0769,208.png,Akainu,1,train,train\Akainu\208.png
132af131-f8e5-492d-ab71-9a88cfe1f80b,177.png,Brook,2,train,train\Brook\177.png
db9f0fcf-640e-4fc1-adb7-29826e05fb88,68.jpg,Jinbei,6,train,train\Jinbei\68.jpg
8ceb8e12-9f9b-4219-a985-a8454f0741d6,77.png,Crocodile,4,train,train\Crocodile\77.png
f1629592-91d3-4392-833f-3c7116044a28,73.png,Kurohige,7,train,train\Kurohige\73.png
19bc8df0-4c55-4058-ae42-b5ea1a8cd2fb,142.png,Jinbei,6,train,train\Jinbei\142.png
7bbc3772-9a3f-4f8a-b1aa-28c53836b79b,176.png,Mihawk,10,train,train\Mihawk\176.png
